#{"t_start": 1681919817.437588, "env_id": null}
r,l,t
917.16375,2,4.206586
790.36375,2,4.207113
959.510917,2,4.207647
917.477333,2,4.208173
959.510917,2,4.208711
959.510917,2,4.209245
959.197333,2,4.209777
784.699333,2,4.210324
959.510917,2,4.210863
959.510917,2,4.211406
319.9415,2,4.211937
841.518633,2,4.212465
959.510917,2,4.212994
697.13675,2,4.21352
766.877798,2,4.214048
875.250917,2,4.214573
842.1458,2,4.215109
917.477333,2,4.215637
959.197333,2,4.216183
896.30375,2,4.216745
658.379533,2,4.217287
706.10375,2,4.21782
790.36375,2,4.218365
938.650917,2,4.218896
958.88375,2,4.219431
674.055317,2,4.219966
871.63475,2,4.220496
959.8245,2,4.221026
592.379798,2,4.22155
790.677333,2,4.222078
938.02375,2,4.222603
958.88375,2,4.223138
374.722917,2,4.223667
597.535833,2,4.22421
917.477333,2,4.22474
829.91475,2,4.225652
938.02375,2,4.226251
896.30375,2,4.226857
959.197333,2,4.227408
917.16375,2,4.227942
959.510917,2,4.228478
917.16375,2,4.229016
938.02375,2,4.229553
875.250917,2,4.230088
598.357798,2,4.230618
666.803333,2,4.231149
703.11475,2,4.231684
790.36375,2,4.232218
724.153517,2,4.232775
724.4671,2,4.233322
959.197333,2,4.233884
938.650917,2,4.234427
784.38575,2,4.234971
724.4671,2,4.235502
790.677333,2,4.236047
896.30375,2,4.236585
917.16375,2,4.237118
667.4305,2,4.23766
959.8245,2,4.238255
938.02375,2,4.23885
959.8245,2,4.239426
959.8245,2,4.239994
958.88375,2,4.240548
785.179533,2,4.241122
674.055317,2,4.241708
959.510917,2,4.24232
959.8245,2,4.242906
700.12575,2,4.243451
938.650917,2,4.24399
841.518633,2,4.244526
959.510917,2,4.245068
959.510917,2,4.245603
917.16375,2,4.246143
917.16375,2,4.246685
826.899533,2,4.247213
938.02375,2,4.247748
958.88375,2,4.248279
871.63475,2,4.248808
697.13675,2,4.249353
917.16375,2,4.249931
938.02375,2,4.250538
959.197333,2,4.251112
769.50375,2,4.251682
700.12575,2,4.252233
725.157798,2,4.252784
790.677333,2,4.253317
769.50375,2,4.25385
938.02375,2,4.25438
875.250917,2,4.254918
896.30375,2,4.255467
958.88375,2,4.256013
769.50375,2,4.256552
959.197333,2,4.257083
938.650917,2,4.257624
871.63475,2,4.258153
958.88375,2,4.258684
959.8245,2,4.259214
875.250917,2,4.259745
766.877798,2,4.260296
667.4305,2,4.260825
938.02375,2,4.261358
959.8245,2,4.261889
872.261917,2,4.262421
799.798633,2,4.262949
938.02375,2,4.263481
917.477333,2,4.264022
652.401533,2,4.264557
790.36375,2,4.265085
938.02375,2,4.265626
442.88763,2,4.266179
959.510917,2,4.266941
784.699333,2,4.267604
958.88375,2,4.268202
959.510917,2,4.268784
667.4305,2,4.269348
298.767917,2,4.269904
697.13675,2,4.270451
842.1458,2,4.271006
959.8245,2,4.271552
639.255833,2,4.272099
842.1458,2,4.272642
700.12575,2,4.273185
917.477333,2,4.273729
959.8245,2,4.274285
763.52575,2,4.274824
959.197333,2,4.275373
875.250917,2,4.275918
938.02375,2,4.276461
938.02375,2,4.277004
639.255833,2,4.277551
592.1693,2,4.278107
790.677333,2,4.278651
769.50375,2,4.279191
917.16375,2,4.279731
938.650917,2,4.280267
592.1693,2,4.28082
959.197333,2,4.281368
896.30375,2,4.281914
829.91475,2,4.282459
917.477333,2,4.283007
871.63475,2,4.283598
769.50375,2,4.28419
829.91475,2,4.284771
917.16375,2,4.285346
826.899533,2,4.285915
319.627917,2,4.286456
784.699333,2,4.286993
790.677333,2,4.287528
896.30375,2,4.288065
938.650917,2,4.2886
790.677333,2,4.289136
829.91475,2,4.289673
598.357798,2,4.290213
592.379798,2,4.290751
724.4671,2,4.291292
724.153517,2,4.291826
959.510917,2,4.292365
554.011847,2,4.292914
375.0365,2,4.293454
769.50375,2,4.29399
402.8349,2,4.300175
784.699333,2,4.300866
832.90375,2,4.30145
769.50375,2,4.30202
785.179533,2,4.302598
597.535833,2,4.303147
724.4671,2,4.303698
784.699333,2,4.304242
958.88375,2,4.304788
874.62375,2,4.305329
917.477333,2,4.305872
871.63475,2,4.306412
938.02375,2,4.306957
959.8245,2,4.307499
872.261917,2,4.30807
875.250917,2,4.308633
790.36375,2,4.309182
639.255833,2,4.309735
784.699333,2,4.310272
763.52575,2,4.310819
763.52575,2,4.311359
896.30375,2,4.311903
487.622847,2,4.312437
658.379533,2,4.312975
790.677333,2,4.31352
785.179533,2,4.314058
917.477333,2,4.314592
959.510917,2,4.315129
959.8245,2,4.315663
896.30375,2,4.31621
490.611847,2,4.316754
938.02375,2,4.317429
577.5502,2,4.318048
790.677333,2,4.318624
652.401533,2,4.319188
610.655317,2,4.319747
667.020633,2,4.320298
872.261917,2,4.320842
790.677333,2,4.321386
842.1458,2,4.321927
492.305333,2,4.322472
959.510917,2,4.323014
790.677333,2,4.323553
959.510917,2,4.324095
938.650917,2,4.324639
959.510917,2,4.32518
706.10375,2,4.32572
784.38575,2,4.326261
959.510917,2,4.326799
917.477333,2,4.327347
938.650917,2,4.327883
769.50375,2,4.328422
799.798633,2,4.328956
938.650917,2,4.329496
763.52575,2,4.33003
875.250917,2,4.330568
959.510917,2,4.331104
832.90375,2,4.33164
492.305333,2,4.332177
724.4671,2,4.332815
829.91475,2,4.333405
763.52575,2,4.333962
958.88375,2,4.334509
554.011847,2,4.33506
938.02375,2,4.335601
938.650917,2,4.336147
959.8245,2,4.336684
490.611847,2,4.337226
790.677333,2,4.337761
724.4671,2,4.338301
790.36375,2,4.338834
875.250917,2,4.339378
763.52575,2,4.33991
498.283333,2,4.34045
829.91475,2,4.340988
672.998633,2,4.341524
917.16375,2,4.342059
938.02375,2,4.342598
490.611847,2,4.343138
874.62375,2,4.343669
790.36375,2,4.344204
532.147565,2,4.34474
917.477333,2,4.345279
703.293517,2,4.34581
694.915317,2,4.34635
917.477333,2,4.346881
695.2289,2,4.347415
832.90375,2,4.347945
872.261917,2,4.348476
917.477333,2,4.349009
875.250917,2,4.349578
896.30375,2,4.350127
784.699333,2,4.350659
829.91475,2,4.351193
959.8245,2,4.351724
875.250917,2,4.352259
874.62375,2,4.352791
958.88375,2,4.353326
938.650917,2,4.353857
610.655317,2,4.354391
874.62375,2,4.354923
724.153517,2,4.355453
574.871847,2,4.355989
959.510917,2,4.356518
724.153517,2,4.35705
639.883,2,4.357593
959.197333,2,4.358123
959.510917,2,4.358652
958.88375,2,4.359185
607.666317,2,4.359717
790.677333,2,4.360246
959.197333,2,4.360775
938.650917,2,4.361308
610.655317,2,4.361839
766.877798,2,4.362367
958.88375,2,4.362927
829.91475,2,4.363458
492.305333,2,4.36399
639.893517,2,4.364521
959.510917,2,4.365052
784.699333,2,4.70477
896.30375,2,4.705497
871.63475,2,4.706083
667.020633,2,4.706659
938.650917,2,4.707225
790.677333,2,4.707787
799.798633,2,4.708344
917.477333,2,4.708898
917.477333,2,4.709445
959.197333,2,4.709996
842.1458,2,4.710541
763.52575,2,4.711089
959.197333,2,4.711627
672.998633,2,4.712171
917.477333,2,4.712711
842.1458,2,4.713253
896.30375,2,4.713791
875.250917,2,4.71434
375.0365,2,4.714878
917.16375,2,4.715414
639.255833,2,4.715978
592.1693,2,4.716551
697.13675,2,4.71711
917.16375,2,4.717685
959.510917,2,4.718241
958.88375,2,4.718784
958.88375,2,4.719323
610.655317,2,4.719862
832.90375,2,4.720401
896.30375,2,4.720942
767.504965,2,4.72148
958.88375,2,4.722018
674.055317,2,4.72256
790.677333,2,4.723095
464.757833,2,4.723637
959.510917,2,4.724188
917.477333,2,4.724734
958.88375,2,4.725271
958.88375,2,4.72581
872.261917,2,4.726353
872.261917,2,4.726897
959.8245,2,4.727437
917.16375,2,4.727973
319.9415,2,4.728514
706.10375,2,4.729047
769.50375,2,4.729598
959.510917,2,4.730137
938.02375,2,4.730675
896.30375,2,4.731213
958.88375,2,4.731751
959.197333,2,4.732287
917.16375,2,4.732856
958.88375,2,4.733396
959.8245,2,4.733973
375.0365,2,4.734527
958.88375,2,4.735081
724.153517,2,4.735621
938.650917,2,4.736162
938.02375,2,4.736698
917.16375,2,4.737235
958.88375,2,4.737774
958.88375,2,4.738311
958.88375,2,4.738848
959.197333,2,4.739383
959.8245,2,4.739918
959.197333,2,4.740455
790.36375,2,4.740991
842.1458,2,4.741532
959.197333,2,4.742072
958.88375,2,4.74261
917.477333,2,4.743144
896.30375,2,4.743676
959.510917,2,4.744215
917.477333,2,4.744749
917.477333,2,4.745283
917.16375,2,4.745815
785.179533,2,4.746347
938.02375,2,4.746877
784.38575,2,4.747412
917.16375,2,4.747946
917.477333,2,4.748481
959.510917,2,4.749018
896.30375,2,4.749575
827.5267,2,4.750271
492.305333,2,4.750941
875.250917,2,4.751548
562.9311,2,4.752126
958.88375,2,4.752691
959.8245,2,4.753251
790.677333,2,4.753809
790.677333,2,4.754361
767.504965,2,4.75491
672.998633,2,4.755456
767.504965,2,4.756004
959.197333,2,4.756544
875.250917,2,4.757105
917.477333,2,4.757654
917.477333,2,4.758203
639.255833,2,4.758745
874.62375,2,4.759289
674.055317,2,4.759832
959.8245,2,4.760378
790.36375,2,4.760919
636.904517,2,4.761463
597.535833,2,4.76201
667.4305,2,4.762553
959.197333,2,4.763099
958.88375,2,4.763639
917.477333,2,4.764191
917.16375,2,4.764734
841.518633,2,4.765274
958.88375,2,4.765821
706.10375,2,4.76638
790.677333,2,4.766932
958.88375,2,4.767501
874.62375,2,4.768076
917.16375,2,4.768628
917.16375,2,4.769177
841.518633,2,4.769716
938.02375,2,4.770282
959.8245,2,4.770819
695.2289,2,4.771359
832.90375,2,4.771903
871.63475,2,4.772448
938.650917,2,4.772987
917.16375,2,4.773526
842.1458,2,4.774063
832.90375,2,4.774604
917.16375,2,4.775141
959.197333,2,4.77568
959.8245,2,4.776213
938.02375,2,4.776751
959.197333,2,4.777288
769.50375,2,4.777829
959.510917,2,4.778365
959.510917,2,4.778899
917.16375,2,4.779435
938.650917,2,4.779974
574.871847,2,4.78051
790.36375,2,4.781049
959.197333,2,4.781584
767.504965,2,4.782125
706.10375,2,4.782686
872.261917,2,4.783254
575.18543,2,4.783852
287.473917,2,4.784436
790.36375,2,4.785008
597.535833,2,4.785592
784.699333,2,4.786152
959.8245,2,4.786697
938.02375,2,4.787236
697.13675,2,4.787777
959.8245,2,4.788321
872.261917,2,4.788859
871.63475,2,4.789399
917.477333,2,4.789942
959.8245,2,4.79048
871.63475,2,4.791022
607.666317,2,4.791563
639.893517,2,4.792102
706.10375,2,4.792639
959.510917,2,4.793182
959.510917,2,4.793723
959.197333,2,4.79426
938.02375,2,4.794797
763.52575,2,4.795337
938.650917,2,4.795881
829.91475,2,4.79643
917.477333,2,4.796976
938.650917,2,4.797522
784.699333,2,4.79807
871.63475,2,4.79862
959.197333,2,4.799168
374.722917,2,4.799722
917.477333,2,4.800305
763.52575,2,4.800862
874.62375,2,4.80143
917.16375,2,4.801985
827.5267,2,4.80253
938.02375,2,4.803076
832.90375,2,4.80362
790.677333,2,4.804153
829.91475,2,4.804693
658.379533,2,4.805239
703.293517,2,4.805775
695.2289,2,4.806305
896.30375,2,4.806848
785.179533,2,4.807385
959.197333,2,4.807924
871.63475,2,4.808464
554.011847,2,4.808997
298.767917,2,4.809535
959.510917,2,4.810076
639.255833,2,4.810611
917.477333,2,4.811146
917.16375,2,4.81168
959.197333,2,4.812214
917.16375,2,4.812749
959.8245,2,4.81329
959.8245,2,4.813823
938.650917,2,4.814357
872.261917,2,4.814889
896.30375,2,4.815425
938.02375,2,4.815969
959.197333,2,4.816511
784.699333,2,4.817052
959.510917,2,4.817614
938.650917,2,4.818178
938.650917,2,4.818735
706.10375,2,4.819278
832.90375,2,4.819813
938.650917,2,4.82035
829.91475,2,4.820884
667.020633,2,4.82143
784.38575,2,4.821963
766.877798,2,4.822495
896.30375,2,4.823032
896.30375,2,4.823563
959.197333,2,4.824101
896.30375,2,4.824635
959.197333,2,4.825169
938.650917,2,4.825705
938.650917,2,4.826235
958.88375,2,4.82677
319.9415,2,4.827304
875.250917,2,4.827853
672.998633,2,4.828394
790.677333,2,4.828943
763.52575,2,4.829486
896.30375,2,4.830035
917.16375,2,4.830583
959.8245,2,4.831133
896.30375,2,4.831678
938.650917,2,4.832227
872.261917,2,4.832995
958.88375,2,4.833651
875.250917,2,4.834262
938.02375,2,4.834844
842.1458,2,4.835413
841.518633,2,4.835979
832.90375,2,4.836542
790.677333,2,4.837099
784.38575,2,4.837652
938.02375,2,4.838202
959.510917,2,4.83875
694.915317,2,4.839304
896.30375,2,4.839878
672.998633,2,4.840429
958.88375,2,4.84098
769.50375,2,4.841526
938.650917,2,4.842072
763.52575,2,4.842622
871.63475,2,4.843168
938.650917,2,4.843709
959.197333,2,4.844254
917.477333,2,4.844797
959.510917,2,4.84535
959.510917,2,4.845891
896.30375,2,4.846433
938.650917,2,4.846976
872.261917,2,4.847515
959.8245,2,4.848053
959.510917,2,4.848599
959.197333,2,4.849146
958.88375,2,4.849723
958.88375,2,4.850285
896.30375,2,4.85083
958.88375,2,4.851371
625.083333,2,4.851913
959.197333,2,4.852453
375.0365,2,4.852994
938.650917,2,4.853528
959.8245,2,4.85407
610.655317,2,4.85461
917.16375,2,4.855151
959.8245,2,4.855687
938.650917,2,4.856224
959.197333,2,4.856764
896.30375,2,4.857298
639.883,2,4.857843
625.083333,2,4.85838
917.16375,2,4.858919
841.518633,2,4.859455
841.518633,2,4.859989
826.899533,2,4.860529
790.36375,2,4.861067
790.677333,2,4.861603
784.38575,2,4.862139
917.477333,2,4.862683
666.803333,2,4.863222
958.88375,2,4.863759
959.510917,2,4.864297
766.877798,2,4.864837
896.30375,2,4.865395
959.510917,2,4.865938
959.197333,2,4.866482
959.197333,2,4.867042
958.88375,2,4.867593
938.650917,2,4.86815
959.8245,2,4.868708
785.179533,2,4.869251
874.62375,2,4.869808
290.462917,2,4.870353
958.88375,2,4.870893
875.250917,2,4.871434
841.518633,2,4.871968
896.30375,2,4.872512
784.699333,2,4.87305
959.510917,2,4.873592
896.30375,2,4.874132
959.510917,2,4.87467
829.91475,2,4.875207
784.699333,2,4.875743
667.4305,2,4.876282
896.30375,2,4.876828
298.767917,2,4.877365
917.16375,2,4.877912
577.5502,2,4.878448
896.30375,2,4.878987
832.90375,2,4.879529
832.90375,2,4.880071
470.735833,2,4.880607
790.677333,2,4.881148
917.16375,2,4.881685
958.88375,2,4.882223
938.02375,2,4.882774
724.153517,2,4.883343
667.4305,2,4.883939
959.510917,2,4.884527
703.11475,2,4.8851
917.16375,2,4.885676
896.30375,2,4.886236
872.261917,2,4.886778
790.36375,2,4.887315
790.36375,2,4.887871
703.11475,2,4.888413
917.477333,2,4.888953
832.90375,2,4.889488
842.1458,2,4.890029
871.63475,2,4.89057
592.379798,2,4.891116
959.197333,2,4.891656
958.88375,2,4.892192
592.1693,2,4.892736
917.16375,2,4.893281
917.477333,2,4.893817
872.261917,2,4.894363
667.4305,2,4.8949
917.16375,2,4.89544
896.30375,2,4.895979
375.0365,2,4.896519
706.10375,2,4.897054
959.8245,2,4.897592
597.535833,2,4.898124
958.88375,2,4.898667
703.293517,2,4.899225
872.261917,2,4.899777
592.1693,2,4.900352
959.8245,2,4.900901
841.518633,2,4.901469
790.36375,2,4.902012
610.655317,2,4.902555
938.02375,2,4.903102
636.904517,2,4.903641
917.16375,2,4.904174
938.650917,2,4.904744
826.899533,2,4.905283
827.5267,2,4.905826
725.157798,2,4.906369
917.16375,2,4.906913
769.50375,2,4.907457
784.38575,2,4.90799
832.90375,2,4.908531
917.16375,2,4.909063
959.510917,2,4.909604
896.30375,2,4.91014
917.16375,2,4.910677
959.197333,2,4.911211
896.30375,2,4.91175
938.650917,2,4.912286
917.16375,2,4.915455
959.197333,2,4.916102
917.477333,2,4.916723
959.197333,2,4.917295
959.510917,2,4.917852
938.02375,2,4.918415
958.88375,2,4.918969
959.510917,2,4.919515
917.16375,2,4.920067
917.16375,2,4.920613
872.261917,2,4.921161
784.699333,2,4.921706
829.91475,2,4.922256
697.13675,2,4.922799
917.16375,2,4.923342
790.36375,2,4.92389
917.477333,2,4.924437
917.477333,2,4.924989
652.401533,2,4.925529
917.16375,2,4.92607
666.803333,2,4.926611
639.883,2,4.927146
938.650917,2,4.927683
959.510917,2,4.928221
958.88375,2,4.928755
917.477333,2,4.929292
575.18543,2,4.929829
790.36375,2,4.930365
841.518633,2,4.930899
959.197333,2,4.931436
958.88375,2,4.931972
917.477333,2,4.932521
959.197333,2,4.933073
832.90375,2,4.933648
319.9415,2,4.93419
938.650917,2,4.934742
958.88375,2,4.935286
872.261917,2,4.935829
938.650917,2,4.936362
832.90375,2,4.936898
896.30375,2,4.937435
672.998633,2,4.937972
917.477333,2,4.938507
785.179533,2,4.93904
959.8245,2,4.939575
639.255833,2,4.940109
959.8245,2,4.940665
784.699333,2,4.941379
784.38575,2,4.941985
871.63475,2,4.942561
871.63475,2,4.943125
917.477333,2,4.943688
958.88375,2,4.944245
959.8245,2,4.944794
790.677333,2,4.945343
938.650917,2,4.94589
725.157798,2,4.946436
917.477333,2,4.946985
871.63475,2,4.947538
790.677333,2,4.948077
766.877798,2,4.948621
959.8245,2,4.949165
875.250917,2,4.949716
959.8245,2,4.950255
829.91475,2,4.950835
790.36375,2,4.951404
958.88375,2,4.951946
784.699333,2,4.952483
959.197333,2,4.953022
841.518633,2,4.953567
607.666317,2,4.954106
917.16375,2,4.954656
917.477333,2,4.955198
938.02375,2,4.955734
784.38575,2,4.956282
959.197333,2,4.956819
766.877798,2,4.95736
703.11475,2,4.957902
959.8245,2,4.958438
959.510917,2,4.958975
290.462917,2,4.959515
784.699333,2,4.960056
959.510917,2,4.960594
706.10375,2,4.961146
874.62375,2,4.961692
896.30375,2,4.962232
959.197333,2,4.96277
917.16375,2,4.96331
785.179533,2,4.963847
958.88375,2,4.964406
917.477333,2,4.964945
639.255833,2,4.965486
610.655317,2,4.966038
767.504965,2,4.966602
959.8245,2,4.967155
841.518633,2,4.967707
725.157798,2,4.968258
938.02375,2,4.968801
958.88375,2,4.969351
724.153517,2,4.969963
959.8245,2,4.970568
790.677333,2,4.971125
896.30375,2,4.971676
959.510917,2,4.972219
790.36375,2,4.972763
959.197333,2,4.973306
958.88375,2,4.973847
917.477333,2,4.974389
842.1458,2,4.974931
827.5267,2,4.975469
959.197333,2,4.976007
703.293517,2,4.976549
938.650917,2,4.977091
829.91475,2,4.97763
724.153517,2,4.978165
832.90375,2,4.978703
827.5267,2,4.979241
958.88375,2,4.979779
872.261917,2,4.980313
917.16375,2,4.980846
959.8245,2,4.981383
959.8245,2,4.981916
841.518633,2,4.982461
938.650917,2,4.983016
790.36375,2,4.983564
959.197333,2,4.98415
832.90375,2,4.98473
769.50375,2,4.98531
725.157798,2,4.985876
694.915317,2,4.986465
706.10375,2,4.987006
875.250917,2,4.987542
917.477333,2,4.988076
959.197333,2,4.988616
938.02375,2,4.989153
959.8245,2,4.989694
841.518633,2,4.990228
703.11475,2,4.990766
842.1458,2,4.991302
917.16375,2,4.991842
896.30375,2,4.992376
871.63475,2,4.992913
725.157798,2,4.99345
959.8245,2,4.993987
826.899533,2,4.99452
242.7387,2,4.995057
959.8245,2,4.995591
959.510917,2,4.996129
872.261917,2,4.996665
938.02375,2,4.997204
959.8245,2,4.997757
959.197333,2,4.998292
959.197333,2,4.998828
938.02375,2,4.999373
959.197333,2,4.999915
841.518633,2,5.000467
875.250917,2,5.001027
959.510917,2,5.001576
875.250917,2,5.002124
826.899533,2,5.002662
917.16375,2,5.003196
694.915317,2,5.003738
917.16375,2,5.004271
790.677333,2,5.004807
959.510917,2,5.005344
958.88375,2,5.005886
871.63475,2,5.006421
896.30375,2,5.00696
917.16375,2,5.007497
959.197333,2,5.008026
724.153517,2,5.008562
958.88375,2,5.009096
353.862917,2,5.009631
672.998633,2,5.010164
832.90375,2,5.010696
769.50375,2,5.011231
832.90375,2,5.011766
959.510917,2,5.0123
958.88375,2,5.01284
958.88375,2,5.013376
353.862917,2,5.01392
959.197333,2,5.014458
827.5267,2,5.014992
958.88375,2,5.015533
832.90375,2,5.016093
404.5256,2,5.016638
896.30375,2,5.017209
959.197333,2,5.017749
784.38575,2,5.018311
917.477333,2,5.018843
938.02375,2,5.01938
959.8245,2,5.019916
724.153517,2,5.020449
959.510917,2,5.020986
959.197333,2,5.021521
896.30375,2,5.022054
959.8245,2,5.022592
917.16375,2,5.023134
767.504965,2,5.023679
896.30375,2,5.024223
703.293517,2,5.024768
672.998633,2,5.025312
958.88375,2,5.02586
938.650917,2,5.026406
958.88375,2,5.026952
959.197333,2,5.027498
959.510917,2,5.028039
896.30375,2,5.028583
790.36375,2,5.029134
871.63475,2,5.029683
319.9415,2,5.030225
938.02375,2,5.03077
958.88375,2,5.031312
871.63475,2,5.031857
666.803333,2,5.032402
639.883,2,5.032977
875.250917,2,5.033517
832.90375,2,5.034052
959.197333,2,5.034595
298.767917,2,5.035133
826.899533,2,5.035663
917.16375,2,5.036195
639.883,2,5.036723
917.477333,2,5.037251
725.157798,2,5.037784
667.020633,2,5.038313
639.255833,2,5.038848
725.157798,2,5.039379
959.197333,2,5.039914
790.677333,2,5.04048
790.677333,2,5.041019
959.197333,2,5.041553
938.650917,2,5.042088
826.899533,2,5.042623
842.1458,2,5.043156
492.305333,2,5.043687
841.518633,2,5.044225
82.6425,2,5.04476
667.4305,2,5.045294
959.510917,2,5.045837
700.12575,2,5.046382
958.88375,2,5.046921
959.8245,2,5.047465
666.803333,2,5.048008
875.250917,2,5.048557
958.88375,2,5.049112
959.8245,2,5.049669
298.767917,2,5.050248
257.3578,2,5.050797
917.477333,2,5.051336
959.510917,2,5.051882
938.650917,2,5.052426
917.16375,2,5.052971
958.88375,2,5.053513
917.477333,2,5.054058
697.13675,2,5.054606
959.197333,2,5.055153
958.88375,2,5.055695
872.261917,2,5.05624
725.157798,2,5.056782
959.197333,2,5.057323
464.757833,2,5.057869
938.650917,2,5.058413
958.88375,2,5.058956
706.10375,2,5.059495
790.36375,2,5.06005
938.650917,2,5.060593
896.30375,2,5.061138
872.261917,2,5.061683
874.62375,2,5.062226
769.50375,2,5.06279
896.30375,2,5.063333
724.153517,2,5.063876
959.8245,2,5.064448
562.9311,2,5.065012
959.510917,2,5.065555
917.477333,2,5.066107
769.50375,2,5.066652
959.510917,2,5.067217
917.16375,2,5.067764
896.30375,2,5.06834
790.36375,2,5.068882
766.877798,2,5.06948
938.02375,2,5.070079
938.02375,2,5.070629
790.677333,2,5.071189
959.510917,2,5.071761
896.30375,2,5.072353
959.510917,2,5.072901
959.8245,2,5.073445
917.16375,2,5.073995
959.197333,2,5.074546
938.650917,2,5.07509
958.88375,2,5.075633
724.4671,2,5.076181
959.197333,2,5.076724
938.650917,2,5.077265
959.510917,2,5.077831
959.510917,2,5.078377
917.16375,2,5.078922
938.650917,2,5.079464
959.8245,2,5.080017
827.5267,2,5.08056
958.88375,2,5.081105
432.0731,2,5.081647
917.16375,2,5.082199
703.11475,2,5.082756
958.88375,2,5.083318
959.8245,2,5.083909
959.197333,2,5.084486
706.10375,2,5.085092
639.893517,2,5.085654
790.677333,2,5.086222
896.30375,2,5.086769
958.88375,2,5.087319
938.02375,2,5.087864
959.197333,2,5.088411
375.2874,2,5.088945
724.153517,2,5.089477
872.261917,2,5.09001
790.36375,2,5.090542
896.30375,2,5.091078
959.197333,2,5.091609
592.1693,2,5.092141
938.650917,2,5.092676
959.510917,2,5.093208
938.650917,2,5.093742
958.88375,2,5.094278
959.510917,2,5.094816
896.30375,2,5.095357
917.477333,2,5.095907
917.477333,2,5.096449
290.462917,2,5.09699
896.30375,2,5.097533
896.30375,2,5.098072
958.88375,2,5.098616
917.477333,2,5.099158
790.36375,2,5.099727
842.1458,2,5.100295
917.16375,2,5.100845
790.677333,2,5.101421
938.02375,2,5.101967
769.50375,2,5.102513
938.650917,2,5.103056
938.650917,2,5.103604
917.16375,2,5.104149
784.699333,2,5.104694
958.88375,2,5.105234
871.63475,2,5.105779
896.30375,2,5.106323
958.88375,2,5.106877
639.255833,2,5.10742
842.1458,2,5.10796
767.504965,2,5.108498
532.147565,2,5.109042
784.699333,2,5.109582
790.677333,2,5.110128
917.477333,2,5.110669
554.011847,2,5.111208
959.8245,2,5.11175
700.12575,2,5.112295
959.8245,2,5.112835
917.477333,2,5.113371
375.0365,2,5.113914
842.1458,2,5.114454
938.650917,2,5.114998
639.255833,2,5.115539
917.477333,2,5.116091
896.30375,2,5.116635
959.197333,2,5.117198
959.510917,2,5.117754
874.62375,2,5.118301
958.88375,2,5.118843
959.197333,2,5.119388
959.197333,2,5.120111
610.655317,2,5.120954
917.16375,2,5.121567
374.722917,2,5.122182
958.88375,2,5.122738
790.677333,2,5.123275
959.510917,2,5.123814
799.798633,2,5.124353
896.30375,2,5.124892
938.02375,2,5.125431
938.02375,2,5.125964
639.883,2,5.1265
871.63475,2,5.127036
842.1458,2,5.127571
725.157798,2,5.128104
896.30375,2,5.12864
896.30375,2,5.129171
896.30375,2,5.12971
959.510917,2,5.13024
694.915317,2,5.130778
832.90375,2,5.131315
959.8245,2,5.131856
959.8245,2,5.132403
959.510917,2,5.132965
959.197333,2,5.133733
871.63475,2,5.134428
724.4671,2,5.135108
917.16375,2,5.135756
639.883,2,5.136357
874.62375,2,5.136942
938.02375,2,5.137545
959.510917,2,5.138143
874.62375,2,5.138753
959.8245,2,5.139384
832.90375,2,5.139939
896.30375,2,5.140488
790.36375,2,5.141039
724.153517,2,5.141586
959.8245,2,5.142131
917.16375,2,5.142683
769.50375,2,5.143235
498.283333,2,5.143782
959.197333,2,5.144324
959.197333,2,5.144865
958.88375,2,5.145406
959.8245,2,5.145945
958.88375,2,5.146483
706.10375,2,5.147024
917.16375,2,5.147562
917.16375,2,5.148097
959.8245,2,5.148641
938.02375,2,5.149188
959.510917,2,5.14974
938.650917,2,5.150286
959.8245,2,5.150878
959.8245,2,5.151483
896.30375,2,5.152049
896.30375,2,5.152627
959.8245,2,5.153176
872.261917,2,5.153725
896.30375,2,5.154261
959.510917,2,5.154797
959.8245,2,5.155343
917.16375,2,5.15589
959.197333,2,5.156427
636.904517,2,5.15697
724.153517,2,5.157515
917.16375,2,5.158051
959.8245,2,5.158589
896.30375,2,5.159128
959.510917,2,5.159667
766.877798,2,5.160213
639.883,2,5.160751
959.510917,2,5.161293
958.88375,2,5.161841
959.8245,2,5.16238
694.915317,2,5.162916
959.510917,2,5.163457
938.02375,2,5.163995
639.883,2,5.164529
938.650917,2,5.165075
829.91475,2,5.165615
938.02375,2,5.166185
871.63475,2,5.166936
784.699333,2,5.167574
917.16375,2,5.168159
703.293517,2,5.168739
938.02375,2,5.169314
597.535833,2,5.169866
257.3578,2,5.170417
958.88375,2,5.170975
938.650917,2,5.171527
959.197333,2,5.172066
832.90375,2,5.172608
790.36375,2,5.173152
938.02375,2,5.173692
958.88375,2,5.174244
785.179533,2,5.174786
959.8245,2,5.175347
799.798633,2,5.175884
959.510917,2,5.176427
896.30375,2,5.176966
871.63475,2,5.177504
938.650917,2,5.178043
938.02375,2,5.178581
829.91475,2,5.179118
959.510917,2,5.179657
917.477333,2,5.180189
896.30375,2,5.180729
917.477333,2,5.181265
784.38575,2,5.181802
871.63475,2,5.182341
938.650917,2,5.18289
470.735833,2,5.183434
938.650917,2,5.184256
871.63475,2,5.18496
766.877798,2,5.185592
785.179533,2,5.186218
959.197333,2,5.186804
639.255833,2,5.18737
917.477333,2,5.187922
832.90375,2,5.188477
769.50375,2,5.189026
959.197333,2,5.189576
917.477333,2,5.19012
959.8245,2,5.190669
790.677333,2,5.197122
829.91475,2,5.197734
959.8245,2,5.198303
938.02375,2,5.198858
