#{"t_start": 1681919817.437588, "env_id": null}
r,l,t
917.477333,2,2.115719
871.63475,2,2.116267
652.401533,2,2.116832
375.0365,2,2.11737
290.462917,2,2.117919
875.250917,2,2.118467
766.877798,2,2.119004
282.79143,2,2.119544
319.627917,2,2.120079
55.095,2,2.120614
875.250917,2,2.121148
700.12575,2,2.121682
790.677333,2,2.122218
938.650917,2,2.122753
871.63475,2,2.123286
896.30375,2,2.123821
625.083333,2,2.12436
697.13675,2,2.124907
652.401533,2,2.125445
695.2289,2,2.125981
871.63475,2,2.126514
319.9415,2,2.127048
917.477333,2,2.12758
319.627917,2,2.128115
871.63475,2,2.128647
724.4671,2,2.129182
695.2289,2,2.129712
232.378917,2,2.130244
457.50673,2,2.130775
554.011847,2,2.131316
724.153517,2,2.131851
938.650917,2,2.132383
375.2874,2,2.132932
827.5267,2,2.133497
769.50375,2,2.13404
597.535833,2,2.13457
959.8245,2,2.135103
959.197333,2,2.135635
0.0,2,2.136171
457.50673,2,2.136701
790.36375,2,2.137256
790.677333,2,2.137796
790.677333,2,2.138329
694.915317,2,2.138867
703.293517,2,2.139398
319.9415,2,2.139932
917.477333,2,2.140463
404.5256,2,2.141005
875.250917,2,2.141539
724.153517,2,2.14207
636.904517,2,2.142599
763.52575,2,2.143134
232.378917,2,2.143666
917.477333,2,2.144199
785.179533,2,2.144727
639.883,2,2.145259
725.157798,2,2.145793
703.11475,2,2.146329
432.0731,2,2.146872
938.02375,2,2.147403
959.510917,2,2.147936
790.677333,2,2.148468
382.865895,2,2.149004
639.255833,2,2.149547
938.02375,2,2.150084
287.473917,2,2.150659
799.798633,2,2.15125
896.30375,2,2.151838
464.757833,2,2.152399
874.62375,2,2.152977
959.197333,2,2.153516
790.36375,2,2.154064
790.677333,2,2.154601
703.11475,2,2.15514
769.50375,2,2.155677
917.16375,2,2.156225
353.862917,2,2.156758
958.88375,2,2.157291
353.862917,2,2.157828
785.179533,2,2.158367
959.510917,2,2.158902
938.650917,2,2.159432
490.611847,2,2.159965
784.38575,2,2.16052
763.52575,2,2.161057
298.767917,2,2.161587
763.52575,2,2.162117
826.899533,2,2.162659
871.63475,2,2.163201
404.5256,2,2.16375
959.197333,2,2.164304
767.504965,2,2.164848
724.153517,2,2.165402
784.38575,2,2.165959
827.5267,2,2.166505
958.88375,2,2.167065
703.11475,2,2.167621
703.11475,2,2.16817
917.477333,2,2.16873
402.8349,2,2.169274
607.666317,2,2.169814
790.36375,2,2.170353
871.63475,2,2.170892
667.020633,2,2.171436
832.90375,2,2.171974
959.510917,2,2.172514
700.12575,2,2.173056
625.083333,2,2.173598
790.36375,2,2.17414
938.02375,2,2.174685
706.10375,2,2.175226
672.998633,2,2.175918
319.9415,2,2.176533
784.699333,2,2.177106
290.462917,2,2.177658
382.865895,2,2.178204
832.90375,2,2.178746
871.63475,2,2.179304
487.622847,2,2.17984
666.803333,2,2.180409
959.8245,2,2.180944
784.38575,2,2.181482
917.477333,2,2.182012
790.677333,2,2.182568
917.477333,2,2.183109
917.477333,2,2.183677
938.650917,2,2.184219
706.10375,2,2.184778
829.91475,2,2.185316
874.62375,2,2.185851
667.020633,2,2.186385
492.305333,2,2.18692
666.803333,2,2.187453
667.4305,2,2.187993
841.518633,2,2.188528
871.63475,2,2.18906
784.38575,2,2.189593
575.18543,2,2.190126
766.877798,2,2.190665
829.91475,2,2.191205
666.803333,2,2.191741
769.50375,2,2.192274
896.30375,2,2.192814
706.10375,2,2.193357
724.4671,2,2.193894
896.30375,2,2.194428
202.2628,2,2.194963
652.401533,2,2.195499
706.10375,2,2.196032
639.893517,2,2.196566
694.915317,2,2.197103
625.083333,2,2.197633
639.893517,2,2.198164
874.62375,2,2.198696
319.627917,2,2.199243
841.518633,2,2.199787
784.38575,2,2.200317
959.510917,2,2.201031
842.1458,2,2.201698
667.020633,2,2.202288
769.50375,2,2.202864
672.998633,2,2.203438
790.36375,2,2.20399
763.52575,2,2.204544
766.877798,2,2.205091
182.716965,2,2.205636
697.13675,2,2.206189
938.02375,2,2.206732
917.477333,2,2.207288
658.379533,2,2.207838
652.401533,2,2.208381
959.197333,2,2.208919
790.36375,2,2.209459
875.250917,2,2.210001
375.2874,2,2.210546
592.379798,2,2.211089
725.157798,2,2.211627
666.803333,2,2.212166
875.250917,2,2.212709
703.293517,2,2.213257
639.255833,2,2.213796
829.91475,2,2.214339
917.477333,2,2.221116
959.510917,2,2.22177
842.1458,2,2.222356
487.622847,2,2.222923
235.367917,2,2.223481
706.10375,2,2.224054
959.8245,2,2.22463
487.622847,2,2.225175
959.510917,2,2.225719
667.020633,2,2.226265
674.055317,2,2.226806
694.915317,2,2.22735
871.63475,2,2.227898
374.722917,2,2.228441
492.305333,2,2.228999
958.88375,2,2.229561
652.401533,2,2.230107
575.18543,2,2.230665
875.250917,2,2.231214
763.52575,2,2.23176
706.10375,2,2.232313
790.36375,2,2.232862
235.367917,2,2.233451
769.50375,2,2.234014
666.803333,2,2.234569
667.020633,2,2.235127
784.699333,2,2.23569
724.153517,2,2.236233
841.518633,2,2.236777
490.611847,2,2.237317
769.50375,2,2.237873
875.250917,2,2.238413
959.197333,2,2.238952
769.50375,2,2.239491
917.16375,2,2.240029
432.0731,2,2.240562
827.5267,2,2.241109
282.79143,2,2.241643
917.477333,2,2.242183
769.50375,2,2.242723
592.379798,2,2.243256
554.011847,2,2.243793
896.30375,2,2.244331
826.899533,2,2.244866
464.757833,2,2.245402
875.250917,2,2.245946
490.611847,2,2.246481
532.147565,2,2.247028
959.8245,2,2.247573
592.1693,2,2.248115
917.16375,2,2.248655
658.379533,2,2.249202
896.30375,2,2.249743
574.871847,2,2.250278
724.4671,2,2.25085
575.18543,2,2.251446
672.998633,2,2.252024
959.197333,2,2.252604
703.11475,2,2.253177
697.13675,2,2.253739
242.7387,2,2.254282
769.50375,2,2.254817
917.477333,2,2.255353
827.5267,2,2.255895
695.2289,2,2.256428
554.011847,2,2.256962
841.518633,2,2.257495
841.518633,2,2.258037
784.38575,2,2.258567
652.401533,2,2.259102
958.88375,2,2.259643
652.401533,2,2.26018
958.88375,2,2.260711
574.871847,2,2.261255
607.666317,2,2.261792
938.02375,2,2.262331
769.50375,2,2.262861
790.677333,2,2.263396
958.88375,2,2.26393
490.611847,2,2.264464
938.650917,2,2.265
606.7884,2,2.26554
319.627917,2,2.2661
697.13675,2,2.266643
959.510917,2,2.26718
938.02375,2,2.267761
492.305333,2,2.268319
639.255833,2,2.268855
636.904517,2,2.26939
598.357798,2,2.269927
607.666317,2,2.270457
672.998633,2,2.270997
829.91475,2,2.271534
766.877798,2,2.272069
896.30375,2,2.272601
958.88375,2,2.273133
938.650917,2,2.273667
917.16375,2,2.274201
666.803333,2,2.274736
402.8349,2,2.275269
554.011847,2,2.275801
703.293517,2,2.276335
959.197333,2,2.276864
492.305333,2,2.277395
790.677333,2,2.277931
674.055317,2,2.27846
790.36375,2,2.278989
938.02375,2,2.279521
666.803333,2,2.280047
959.510917,2,2.280576
938.650917,2,2.281106
725.157798,2,2.281642
784.699333,2,2.282173
575.18543,2,2.28272
958.88375,2,2.283254
959.8245,2,2.283818
652.401533,2,2.284359
607.666317,2,2.284922
767.504965,2,2.285451
896.30375,2,2.285986
402.8349,2,2.28652
841.518633,2,2.287053
464.757833,2,2.287584
703.11475,2,2.28812
829.91475,2,2.288653
487.622847,2,2.289186
790.677333,2,2.289721
875.250917,2,2.290251
257.3578,2,2.290786
639.883,2,2.291317
871.63475,2,2.291854
784.38575,2,2.292384
874.62375,2,2.292917
652.401533,2,2.293451
487.622847,2,2.293982
703.11475,2,2.294516
938.650917,2,2.295044
607.666317,2,2.295577
375.2874,2,2.296126
674.055317,2,2.296703
784.699333,2,2.297284
610.655317,2,2.297862
959.197333,2,2.298428
574.871847,2,2.298995
700.12575,2,2.299555
826.899533,2,2.300112
769.50375,2,2.300684
674.055317,2,2.301415
784.38575,2,2.302076
959.510917,2,2.302671
574.871847,2,2.303238
785.179533,2,2.303791
610.655317,2,2.304344
790.36375,2,2.304891
917.477333,2,2.305451
592.379798,2,2.305996
784.699333,2,2.306543
464.757833,2,2.307088
703.11475,2,2.307645
938.650917,2,2.308228
697.13675,2,2.308782
872.261917,2,2.309324
554.011847,2,2.30987
790.677333,2,2.310414
917.477333,2,2.310954
724.4671,2,2.311509
725.157798,2,2.312057
784.38575,2,2.312601
487.622847,2,2.313139
666.803333,2,2.313681
375.0365,2,2.314219
827.5267,2,2.314757
375.0365,2,2.315297
652.401533,2,2.315843
607.666317,2,2.316427
498.283333,2,2.31698
767.504965,2,2.317518
574.871847,2,2.318091
767.504965,2,2.31864
829.91475,2,2.319198
784.699333,2,2.319747
784.38575,2,2.320285
490.611847,2,2.320826
298.767917,2,2.321364
703.11475,2,2.321912
959.8245,2,2.322455
790.36375,2,2.322994
470.735833,2,2.323535
672.998633,2,2.324073
784.699333,2,2.324617
938.650917,2,2.325154
766.877798,2,2.325691
826.899533,2,2.326227
785.179533,2,2.326764
959.8245,2,2.327302
470.735833,2,2.327838
842.1458,2,2.328374
763.52575,2,2.328906
725.157798,2,2.329444
235.367917,2,2.329975
874.62375,2,2.330509
829.91475,2,2.331045
917.16375,2,2.331583
799.798633,2,2.332128
874.62375,2,2.332676
667.020633,2,2.333225
658.379533,2,2.333798
700.12575,2,2.33434
724.4671,2,2.334877
917.477333,2,2.33541
667.4305,2,2.335946
769.50375,2,2.33648
667.020633,2,2.337027
959.8245,2,2.337564
575.18543,2,2.338095
832.90375,2,2.338632
598.357798,2,2.339177
697.13675,2,2.339715
896.30375,2,2.340244
799.798633,2,2.340782
790.677333,2,2.341319
695.2289,2,2.341855
959.510917,2,2.342393
695.2289,2,2.342931
652.401533,2,2.343463
464.757833,2,2.343995
597.535833,2,2.344528
574.871847,2,2.34506
784.699333,2,2.345591
769.50375,2,2.346122
319.627917,2,2.346656
697.13675,2,2.347186
959.8245,2,2.347719
959.510917,2,2.348251
706.10375,2,2.348795
639.893517,2,2.349329
652.401533,2,2.349871
658.379533,2,2.350402
896.30375,2,2.350979
235.367917,2,2.351581
490.611847,2,2.352177
404.5256,2,2.352749
790.36375,2,2.353318
667.4305,2,2.353865
959.510917,2,2.35441
487.622847,2,2.354966
658.379533,2,2.355501
257.3578,2,2.356039
577.5502,2,2.356572
959.197333,2,2.357107
769.50375,2,2.357644
674.055317,2,2.358179
829.91475,2,2.35871
658.379533,2,2.359248
784.699333,2,2.359794
700.12575,2,2.360328
917.477333,2,2.360861
769.50375,2,2.361402
763.52575,2,2.361945
639.883,2,2.362488
790.36375,2,2.363029
498.283333,2,2.363575
577.5502,2,2.364115
697.13675,2,2.364663
639.893517,2,2.365201
827.5267,2,2.365748
703.11475,2,2.366315
896.30375,2,2.367087
625.083333,2,2.367714
827.5267,2,2.368333
694.915317,2,2.368893
625.083333,2,2.369451
790.677333,2,2.370007
554.011847,2,2.370561
725.157798,2,2.371106
763.52575,2,2.371649
636.904517,2,2.372209
790.36375,2,2.372751
667.020633,2,2.373292
187.6437,2,2.373835
592.379798,2,2.374375
784.38575,2,2.374926
374.722917,2,2.375462
938.650917,2,2.376001
375.0365,2,2.376546
703.11475,2,2.377085
832.90375,2,2.377616
959.197333,2,2.378151
187.6437,2,2.378688
697.13675,2,2.379223
784.699333,2,2.379758
829.91475,2,2.380294
958.88375,2,2.380831
790.36375,2,2.381377
652.401533,2,2.381911
872.261917,2,2.382455
697.13675,2,2.383004
574.871847,2,2.383537
82.6425,2,2.3841
959.197333,2,2.384652
374.722917,2,2.385203
829.91475,2,2.385742
706.10375,2,2.386286
917.16375,2,2.386821
784.38575,2,2.387356
652.401533,2,2.387887
959.8245,2,2.388425
769.50375,2,2.388985
667.020633,2,2.389521
784.38575,2,2.390051
959.197333,2,2.390588
784.699333,2,2.391127
639.893517,2,2.39167
769.50375,2,2.392201
639.883,2,2.392744
672.998633,2,2.393276
652.401533,2,2.393819
763.52575,2,2.394357
666.803333,2,2.39489
896.30375,2,2.395421
959.510917,2,2.395954
724.153517,2,2.396485
785.179533,2,2.397021
829.91475,2,2.397553
842.1458,2,2.398085
896.30375,2,2.39862
27.5475,2,2.399159
790.36375,2,2.399713
872.261917,2,2.400271
790.36375,2,2.400817
959.8245,2,2.401349
706.10375,2,2.401883
703.11475,2,2.402419
959.8245,2,2.402963
639.883,2,2.403493
724.4671,2,2.404027
598.357798,2,2.404557
917.477333,2,2.405095
959.8245,2,2.405632
592.379798,2,2.406166
674.055317,2,2.406705
598.357798,2,2.407238
790.36375,2,2.407776
402.8349,2,2.408311
706.10375,2,2.408841
959.510917,2,2.409371
554.011847,2,2.409901
896.30375,2,2.410438
784.699333,2,2.410969
667.020633,2,2.411499
896.30375,2,2.412037
938.02375,2,2.412569
872.261917,2,2.413097
841.518633,2,2.413633
917.477333,2,2.414165
700.12575,2,2.414696
958.88375,2,2.41523
871.63475,2,2.415766
790.677333,2,2.416309
672.998633,2,2.416839
763.52575,2,2.417397
577.5502,2,2.417938
799.798633,2,2.41848
703.293517,2,2.419008
598.357798,2,2.419542
769.50375,2,2.420075
959.197333,2,2.420603
917.16375,2,2.421136
872.261917,2,2.421657
784.38575,2,2.422193
875.250917,2,2.423199
700.12575,2,2.423954
319.627917,2,2.424625
784.38575,2,2.425213
784.38575,2,2.42579
658.379533,2,2.426351
917.16375,2,2.426902
374.722917,2,2.427453
636.904517,2,2.428003
703.293517,2,2.428542
374.722917,2,2.429087
652.401533,2,2.429626
554.011847,2,2.430169
382.865895,2,2.430708
667.020633,2,2.431245
598.357798,2,2.431784
674.055317,2,2.432322
875.250917,2,2.432883
706.10375,2,2.433481
695.2289,2,2.434033
784.699333,2,2.434575
874.62375,2,2.435118
667.020633,2,2.435664
672.998633,2,2.436202
375.0365,2,2.436774
639.893517,2,2.437393
799.798633,2,2.437981
652.401533,2,2.438552
697.13675,2,2.43913
958.88375,2,2.439763
694.915317,2,2.440361
694.915317,2,2.440941
694.915317,2,2.442077
639.883,2,2.442693
958.88375,2,2.443269
695.2289,2,2.443831
639.883,2,2.444381
784.699333,2,2.444923
875.250917,2,2.445469
875.250917,2,2.446011
703.293517,2,2.44655
724.153517,2,2.447091
784.699333,2,2.447635
769.50375,2,2.448173
607.666317,2,2.448709
666.803333,2,2.449251
404.5256,2,2.449803
790.677333,2,2.450345
554.011847,2,2.450936
610.655317,2,2.451556
574.871847,2,2.452194
769.50375,2,2.453126
639.883,2,2.453897
896.30375,2,2.454632
785.179533,2,2.455343
319.9415,2,2.455912
790.677333,2,2.456465
790.677333,2,2.45701
799.798633,2,2.457555
492.305333,2,2.458099
829.91475,2,2.458654
842.1458,2,2.459195
703.11475,2,2.459734
706.10375,2,2.46027
695.2289,2,2.460804
706.10375,2,2.461343
790.36375,2,2.46188
959.197333,2,2.462413
597.535833,2,2.462952
574.871847,2,2.463491
769.50375,2,2.464033
597.535833,2,2.464573
639.883,2,2.465106
896.30375,2,2.465641
875.250917,2,2.466201
606.7884,2,2.466777
625.083333,2,2.467398
606.7884,2,2.468
938.650917,2,2.468578
958.88375,2,2.469159
784.699333,2,2.469724
592.379798,2,2.470285
917.16375,2,2.470819
959.8245,2,2.47138
959.197333,2,2.471918
827.5267,2,2.472454
674.055317,2,2.472987
554.011847,2,2.473526
672.998633,2,2.474065
938.02375,2,2.4746
706.10375,2,2.475136
706.10375,2,2.475667
938.650917,2,2.476199
829.91475,2,2.476742
658.379533,2,2.477278
829.91475,2,2.477808
917.477333,2,2.478344
938.02375,2,2.478873
784.699333,2,2.479408
959.510917,2,2.479936
938.02375,2,2.480468
672.998633,2,2.480998
874.62375,2,2.481534
666.803333,2,2.48207
724.4671,2,2.482619
724.153517,2,2.483278
790.36375,2,2.483949
769.50375,2,2.484528
374.722917,2,2.485087
784.38575,2,2.485651
784.699333,2,2.486194
763.52575,2,2.486747
706.10375,2,2.487317
938.02375,2,2.487869
639.893517,2,2.488406
82.6425,2,2.488941
872.261917,2,2.489472
826.899533,2,2.490009
790.36375,2,2.490546
874.62375,2,2.491082
667.4305,2,2.491616
577.5502,2,2.492146
769.50375,2,2.492682
959.510917,2,2.493216
959.8245,2,2.49375
790.36375,2,2.494295
938.650917,2,2.494826
695.2289,2,2.49536
554.011847,2,2.495888
610.655317,2,2.496421
255.24393,2,2.503842
235.367917,2,2.504522
871.63475,2,2.505112
917.16375,2,2.505688
872.261917,2,2.506261
610.655317,2,2.506843
871.63475,2,2.507399
703.293517,2,2.507992
874.62375,2,2.50854
652.401533,2,2.509087
896.30375,2,2.509632
290.462917,2,2.510178
829.91475,2,2.510729
319.627917,2,2.511288
502.909365,2,2.511865
700.12575,2,2.512416
498.283333,2,2.512996
674.055317,2,2.513541
917.16375,2,2.514078
639.893517,2,2.514616
235.367917,2,2.515158
767.504965,2,2.515705
790.36375,2,2.516271
769.50375,2,2.516861
724.153517,2,2.517536
872.261917,2,2.518131
574.871847,2,2.518693
874.62375,2,2.519249
938.02375,2,2.519794
639.883,2,2.520347
832.90375,2,2.520886
763.52575,2,2.521423
592.379798,2,2.521963
290.462917,2,2.522501
464.757833,2,2.523047
442.88763,2,2.523588
917.477333,2,2.524128
785.179533,2,2.524666
724.4671,2,2.525201
375.2874,2,2.525738
790.677333,2,2.526274
785.179533,2,2.526817
706.10375,2,2.52735
639.893517,2,2.527885
790.677333,2,2.528425
784.699333,2,2.528959
763.52575,2,2.529493
667.020633,2,2.530027
592.379798,2,2.530559
769.50375,2,2.531102
790.677333,2,2.531634
532.147565,2,2.532176
784.38575,2,2.532739
610.655317,2,2.533296
700.12575,2,2.533828
700.12575,2,2.534364
639.883,2,2.534896
826.899533,2,2.535429
790.677333,2,2.535963
724.4671,2,2.536496
767.504965,2,2.537034
282.79143,2,2.537566
700.12575,2,2.538099
938.650917,2,2.538629
938.02375,2,2.539168
703.293517,2,2.539699
959.8245,2,2.540245
767.504965,2,2.54081
842.1458,2,2.541348
790.677333,2,2.541886
606.7884,2,2.542422
319.627917,2,2.542952
896.30375,2,2.885748
784.38575,2,2.886486
938.02375,2,2.887085
694.915317,2,2.88766
896.30375,2,2.888231
958.88375,2,2.888795
353.862917,2,2.88935
700.12575,2,2.889905
790.36375,2,2.890455
498.283333,2,2.891014
767.504965,2,2.891568
917.477333,2,2.892118
703.11475,2,2.892664
725.157798,2,2.893211
790.677333,2,2.893759
667.020633,2,2.894306
917.16375,2,2.894854
375.2874,2,2.895398
353.862917,2,2.895942
875.250917,2,2.896483
829.91475,2,2.897022
639.255833,2,2.897561
697.13675,2,2.898102
700.12575,2,2.898647
959.8245,2,2.899223
958.88375,2,2.899875
790.677333,2,2.900592
917.16375,2,2.901218
592.1693,2,2.901804
871.63475,2,2.902373
917.477333,2,2.902933
769.50375,2,2.903489
917.16375,2,2.904047
766.877798,2,2.904596
958.88375,2,2.90516
598.357798,2,2.905712
959.197333,2,2.906269
353.862917,2,2.906816
763.52575,2,2.907359
457.50673,2,2.907906
319.627917,2,2.908452
917.16375,2,2.908995
724.4671,2,2.909541
606.7884,2,2.910084
826.899533,2,2.910627
917.477333,2,2.911163
694.915317,2,2.91171
706.10375,2,2.912247
784.699333,2,2.91279
785.179533,2,2.913333
667.4305,2,2.913882
695.2289,2,2.914422
832.90375,2,2.914965
0.0,2,2.915507
938.02375,2,2.916067
667.020633,2,2.916611
872.261917,2,2.917263
639.893517,2,2.91796
917.16375,2,2.918609
842.1458,2,2.919188
959.197333,2,2.919756
917.16375,2,2.92031
706.10375,2,2.920861
607.666317,2,2.921418
706.10375,2,2.921963
785.179533,2,2.922528
490.611847,2,2.923074
896.30375,2,2.923614
607.666317,2,2.924165
874.62375,2,2.924702
938.02375,2,2.925241
82.6425,2,2.925779
938.02375,2,2.926316
938.650917,2,2.926853
784.38575,2,2.927393
658.379533,2,2.927928
598.357798,2,2.928461
841.518633,2,2.928997
703.11475,2,2.929534
574.871847,2,2.930067
667.4305,2,2.930601
790.677333,2,2.931166
874.62375,2,2.931702
694.915317,2,2.932242
871.63475,2,2.932802
592.1693,2,2.933345
874.62375,2,2.934044
959.197333,2,2.934658
784.38575,2,2.935225
374.722917,2,2.935778
958.88375,2,2.936328
871.63475,2,2.936869
827.5267,2,2.937416
841.518633,2,2.937962
374.722917,2,2.93857
502.909365,2,2.93913
959.510917,2,2.939682
0.0,2,2.940226
842.1458,2,2.940777
790.36375,2,2.94133
703.11475,2,2.94187
872.261917,2,2.942409
498.283333,2,2.942944
790.677333,2,2.943486
606.7884,2,2.944023
829.91475,2,2.944562
706.10375,2,2.945095
938.650917,2,2.945635
790.36375,2,2.946192
502.909365,2,2.946736
658.379533,2,2.947273
639.255833,2,2.947809
674.055317,2,2.94834
917.477333,2,2.948882
319.627917,2,2.949436
287.473917,2,2.950008
917.477333,2,2.950605
917.16375,2,2.951207
464.757833,2,2.951798
490.611847,2,2.952376
917.16375,2,2.952918
706.10375,2,2.953462
694.915317,2,2.954004
829.91475,2,2.954538
769.50375,2,2.955074
958.88375,2,2.955612
763.52575,2,2.956141
872.261917,2,2.956679
470.735833,2,2.957224
639.255833,2,2.957761
695.2289,2,2.958294
875.250917,2,2.958828
639.883,2,2.959372
575.18543,2,2.959915
298.767917,2,2.960456
763.52575,2,2.960989
917.477333,2,2.961521
674.055317,2,2.962053
639.883,2,2.962595
959.8245,2,2.96313
694.915317,2,2.963678
785.179533,2,2.96421
790.36375,2,2.964747
896.30375,2,2.965284
790.36375,2,2.96583
784.699333,2,2.966374
784.38575,2,2.966955
959.510917,2,2.967503
575.18543,2,2.968064
917.477333,2,2.968599
636.904517,2,2.969141
959.510917,2,2.969676
958.88375,2,2.970211
959.510917,2,2.970748
232.378917,2,2.971283
470.735833,2,2.97182
785.179533,2,2.972353
667.4305,2,2.972892
832.90375,2,2.973427
958.88375,2,2.97397
790.677333,2,2.974512
827.5267,2,2.975048
674.055317,2,2.97558
784.699333,2,2.976113
769.50375,2,2.976643
938.02375,2,2.977179
672.998633,2,2.977733
784.38575,2,2.978266
639.883,2,2.978802
706.10375,2,2.979333
938.650917,2,2.979868
575.18543,2,2.980399
827.5267,2,2.980933
703.11475,2,2.981467
790.677333,2,2.982005
639.883,2,2.98255
896.30375,2,2.983103
784.699333,2,2.983667
790.36375,2,2.984202
784.699333,2,2.984748
695.2289,2,2.985277
242.7387,2,2.985805
498.283333,2,2.986338
959.8245,2,2.986868
875.250917,2,2.987396
769.50375,2,2.987926
672.998633,2,2.988457
639.893517,2,2.988994
724.4671,2,2.989536
724.4671,2,2.990078
790.36375,2,2.99061
700.12575,2,2.991145
666.803333,2,2.991677
832.90375,2,2.992211
829.91475,2,2.992747
610.655317,2,2.993286
958.88375,2,2.99382
785.179533,2,2.994347
490.611847,2,2.994883
784.38575,2,2.995412
763.52575,2,2.995941
724.4671,2,2.996482
672.998633,2,2.99702
784.699333,2,2.997556
652.401533,2,2.998091
872.261917,2,2.998622
784.699333,2,2.999162
694.915317,2,2.9999
790.36375,2,3.000534
769.50375,2,3.00114
875.250917,2,3.00172
958.88375,2,3.002278
917.477333,2,3.00284
353.862917,2,3.003391
959.8245,2,3.003944
763.52575,2,3.004493
27.5475,2,3.005036
896.30375,2,3.00558
790.677333,2,3.006121
610.655317,2,3.006666
872.261917,2,3.007207
875.250917,2,3.007759
694.915317,2,3.008302
725.157798,2,3.008843
784.38575,2,3.009389
700.12575,2,3.00993
842.1458,2,3.010473
652.401533,2,3.01101
598.357798,2,3.01155
872.261917,2,3.012088
470.735833,2,3.012631
917.16375,2,3.013173
672.998633,2,3.013711
917.16375,2,3.01425
896.30375,2,3.014788
917.477333,2,3.015325
592.379798,2,3.015883
298.767917,2,3.016445
827.5267,2,3.017014
959.510917,2,3.017556
832.90375,2,3.018089
725.157798,2,3.018627
938.02375,2,3.019166
695.2289,2,3.019712
784.699333,2,3.020257
697.13675,2,3.020799
724.4671,2,3.021335
790.677333,2,3.021872
464.757833,2,3.022412
575.18543,2,3.022947
959.510917,2,3.023489
639.893517,2,3.024025
959.510917,2,3.024566
959.510917,2,3.025101
959.8245,2,3.025635
667.020633,2,3.02617
896.30375,2,3.026702
896.30375,2,3.027238
703.11475,2,3.027775
959.197333,2,3.028318
724.4671,2,3.028852
790.36375,2,3.02939
790.677333,2,3.029927
938.02375,2,3.030463
799.798633,2,3.030998
959.197333,2,3.031531
724.4671,2,3.032065
697.13675,2,3.032609
597.535833,2,3.033169
769.50375,2,3.033715
636.904517,2,3.034253
938.650917,2,3.034804
959.197333,2,3.035344
666.803333,2,3.035879
769.50375,2,3.036417
766.877798,2,3.03695
958.88375,2,3.037485
769.50375,2,3.038017
639.883,2,3.038552
959.8245,2,3.039084
724.4671,2,3.039635
959.510917,2,3.040173
874.62375,2,3.040706
706.10375,2,3.041256
938.650917,2,3.041793
298.767917,2,3.04233
769.50375,2,3.042876
959.510917,2,3.043426
917.477333,2,3.04398
598.357798,2,3.04453
784.38575,2,3.045064
790.36375,2,3.045625
829.91475,2,3.046164
827.5267,2,3.046711
959.8245,2,3.047244
790.36375,2,3.047783
636.904517,2,3.048324
725.157798,2,3.048901
597.535833,2,3.04946
639.255833,2,3.050053
769.50375,2,3.050659
917.477333,2,3.051243
871.63475,2,3.051811
766.877798,2,3.05239
577.5502,2,3.05294
829.91475,2,3.05348
959.8245,2,3.054015
766.877798,2,3.054555
319.9415,2,3.055091
498.283333,2,3.05563
896.30375,2,3.056167
672.998633,2,3.056708
938.02375,2,3.057239
319.627917,2,3.057777
959.197333,2,3.058315
597.535833,2,3.058848
827.5267,2,3.059387
799.798633,2,3.059921
790.677333,2,3.060455
827.5267,2,3.060991
470.735833,2,3.061526
724.153517,2,3.062078
784.38575,2,3.062621
917.477333,2,3.063166
959.197333,2,3.063701
917.16375,2,3.06424
658.379533,2,3.064778
492.305333,2,3.065314
492.305333,2,3.065866
382.865895,2,3.066434
242.7387,2,3.066967
896.30375,2,3.067502
725.157798,2,3.068058
959.510917,2,3.0686
959.8245,2,3.069133
874.62375,2,3.069679
872.261917,2,3.07021
769.50375,2,3.070743
958.88375,2,3.071276
610.655317,2,3.071808
790.36375,2,3.072337
959.197333,2,3.07287
871.63475,2,3.073402
498.283333,2,3.073931
917.16375,2,3.074471
667.4305,2,3.075001
767.504965,2,3.075532
959.8245,2,3.076068
319.627917,2,3.076597
917.477333,2,3.077126
703.293517,2,3.07766
875.250917,2,3.078197
785.179533,2,3.078754
841.518633,2,3.079288
958.88375,2,3.079826
790.677333,2,3.080355
575.18543,2,3.080888
652.401533,2,3.081417
938.02375,2,3.081965
639.893517,2,3.08251
575.18543,2,3.083082
464.757833,2,3.083627
182.716965,2,3.084173
697.13675,2,3.084723
917.477333,2,3.085271
938.02375,2,3.085818
703.293517,2,3.086358
938.650917,2,3.0869
938.02375,2,3.087442
832.90375,2,3.087988
666.803333,2,3.088528
464.757833,2,3.089076
703.11475,2,3.089617
769.50375,2,3.090148
917.477333,2,3.090687
182.716965,2,3.09122
938.650917,2,3.091752
666.803333,2,3.092282
959.197333,2,3.092814
938.02375,2,3.093345
766.877798,2,3.093881
959.510917,2,3.094419
959.510917,2,3.094953
917.477333,2,3.095487
875.250917,2,3.096014
826.899533,2,3.096544
959.510917,2,3.097071
938.02375,2,3.097607
706.10375,2,3.098141
639.255833,2,3.098681
697.13675,2,3.099213
703.11475,2,3.099753
706.10375,2,3.100307
763.52575,2,3.100843
872.261917,2,3.101384
763.52575,2,3.101918
724.4671,2,3.102449
724.153517,2,3.102981
769.50375,2,3.103516
826.899533,2,3.104047
959.8245,2,3.104579
938.02375,2,3.105109
917.477333,2,3.105643
827.5267,2,3.106172
767.504965,2,3.106704
575.18543,2,3.107232
672.998633,2,3.107769
958.88375,2,3.108296
784.38575,2,3.108827
938.650917,2,3.109362
694.915317,2,3.109896
784.38575,2,3.110428
